UUID,JO Service Item ,Variant Info
fb786912-26a1-4227-a24c-b35b285e5354,,room needs towel replacement
fb786912-26a1-4227-a24c-b35b285e5354,,room towel replacement
fb786912-26a1-4227-a24c-b35b285e5354,,send fresh bath towels
fb786912-26a1-4227-a24c-b35b285e5354,,send fresh towel
fb786912-26a1-4227-a24c-b35b285e5354,,substitute bath towels
fb786912-26a1-4227-a24c-b35b285e5354,,swap out the towels
fb786912-26a1-4227-a24c-b35b285e5354,,swap out towels
fb786912-26a1-4227-a24c-b35b285e5354,,swap the bath towels
fb786912-26a1-4227-a24c-b35b285e5354,,swap the bath towels
fb786912-26a1-4227-a24c-b35b285e5354,,swap towels
fb786912-26a1-4227-a24c-b35b285e5354,,switch my bath towels
fb786912-26a1-4227-a24c-b35b285e5354,,switch the bath towels
fb786912-26a1-4227-a24c-b35b285e5354,,switch the bath towels
fb786912-26a1-4227-a24c-b35b285e5354,,take away the bath towels
fb786912-26a1-4227-a24c-b35b285e5354,,take away used bath towel
fb786912-26a1-4227-a24c-b35b285e5354,,take old towels
fb786912-26a1-4227-a24c-b35b285e5354,,towel change
fb786912-26a1-4227-a24c-b35b285e5354,,towel change
fb786912-26a1-4227-a24c-b35b285e5354,,towel change
fb786912-26a1-4227-a24c-b35b285e5354,,towel change
fb786912-26a1-4227-a24c-b35b285e5354,,towel change service
fb786912-26a1-4227-a24c-b35b285e5354,,towel exchange
fb786912-26a1-4227-a24c-b35b285e5354,,towel exchange
fb786912-26a1-4227-a24c-b35b285e5354,,towel not replaced
fb786912-26a1-4227-a24c-b35b285e5354,,towel refresh
fb786912-26a1-4227-a24c-b35b285e5354,,towel replacement
fb786912-26a1-4227-a24c-b35b285e5354,,towel replacement needed
fb786912-26a1-4227-a24c-b35b285e5354,,towel service
fb786912-26a1-4227-a24c-b35b285e5354,,towel turn down
fb786912-26a1-4227-a24c-b35b285e5354,,towel update required
fb786912-26a1-4227-a24c-b35b285e5354,,towels not changed
fb786912-26a1-4227-a24c-b35b285e5354,,towels to be replaced
fb786912-26a1-4227-a24c-b35b285e5354,,towels unchanged
fb786912-26a1-4227-a24c-b35b285e5354,,update bathroom towels
fb786912-26a1-4227-a24c-b35b285e5354,,update towels
fb786912-26a1-4227-a24c-b35b285e5354,,used bath towel pickup
fb786912-26a1-4227-a24c-b35b285e5354,,used bath towels
fb786912-26a1-4227-a24c-b35b285e5354,,used towels in bathroom
fb786912-26a1-4227-a24c-b35b285e5354,,used towels in bathroom
fb786912-26a1-4227-a24c-b35b285e5354,,used towels not taken
fb786912-26a1-4227-a24c-b35b285e5354,,wet bath towel
fb786912-26a1-4227-a24c-b35b285e5354,,wet bath towels
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,Bath tub stopper not working,
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,  no plug for bathtub
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,  no plug in bathtub
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,  no stopper in bathroom
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,  no stopper in tub
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,  no water staying in tub
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,  no way to fill tub
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,  tub plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, baf tub stopper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, baf tub stopper not working
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, baff tub stoper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, baff tub stopper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, baff tub stopper not working
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, bat plug not working
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, buff tap stopper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, buff top stoper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, buff top stopper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, buff tub stop
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, buff tub stoper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, buff tub stoper is not werkin
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, buff tub stopper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, buff tub stopper doesn't work
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, buff tub stopper is not working
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, buff tub stopper isn't working
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, buff tub stopper not working
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, 浴缸塞不密封
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, 浴缸塞不紧
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, 浴缸塞卡住了
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, 浴缸塞坏了
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, 浴缸塞子坏了
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, 浴缸塞掉了
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, 浴缸塞无法使用
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, 浴缸塞漏水
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, 浴缸塞需要修理
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, 浴缸塞需要更换
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, 浴缸排水塞不密封
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, 浴缸排水塞不工作
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, 浴缸排水塞丢失
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, 浴缸排水塞卡住
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, 浴缸排水塞坏了
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, 浴缸排水塞无法使用
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, 浴缸排水塞松动
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, 浴缸排水塞问题
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, 浴缸排水塞需要修理
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,, 浴缸排水塞需要更换
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath doesn't fill
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath drain not working
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath drain problem
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath drain won't hold
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath is leaking
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath keeps draining
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath missing stopper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath not usable
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath not working
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath plug issue
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath plug jammed
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath plug loose
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath plug popped out
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath stop
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath stopper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath stopper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath stopper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath stopper defective
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath stopper needed
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath stopper not working
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath stopper not working
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath stopper stuck
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath tub plug not working
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath tub stoper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath tub stoper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath tub stopper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath tub stopper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath tub stopper doesn't work
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,Bath tub stopper not working
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath tub stopper not working
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath tub stopper not working
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath water not staying
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bath won't fill
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathroom plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathroom plug missing
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathroom plug needed
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub block issue
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub block missing
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub can't plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub component broken
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub does not fill
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub doesn't plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub doesn't stop
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub drain issue
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub drain issue
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub drain issue
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub drain malfunction
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub drain not closing
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub drain plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub drain plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub drain stopper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub drain stopper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub drain won't close
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub drain won't close
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub drain won't close
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub drain won't seal
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub hardware failed
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub has drain issue
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub issue
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub keeps emptying
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub leak
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub leak issue
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub leaking
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub leaking drain
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub malfunction
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub missing plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub needs new stopper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub needs stopper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub not filling
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub not sealing
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub plug broken
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub plug broken
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub plug defect
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub plug doesn't fit
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub plug doesn't seal
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub plug doesn't stay
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub plug isn't working
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub plug issue
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub plug issue
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub plug missing
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub plug not working
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub plug stuck
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub plug stuck
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub plug stuck
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub problem
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub seal broken
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub seal broken
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stop
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stoper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stoper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stopper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stopper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stopper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stopper broken
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stopper broken
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stopper broken
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stopper does not hold
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stopper doesn't fit
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stopper doesn't fit
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stopper doesn't work
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stopper doesn't work
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stopper failed
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stopper failure
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stopper faulty
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stopper is not working
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stopper isn't working
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stopper isn't working
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stopper issue
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stopper jammed
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stopper missing
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stopper missing
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stopper not working
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stopper not working
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stopper stuck
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stopper stuck
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub stopper stuck
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub water drains away
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub water drains out
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub water leaking
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub water leaking
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub won't block drain
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub won't fill
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub won't fill
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub won't fill
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub won't hold bath
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub won't hold bath
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub won't hold water
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub won't hold water
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub won't hold water
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub won't hold water
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub won't plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub won't plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub won't plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub won't retain water
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub won't retain water
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub won't seal
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub won't seal shut
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub won't stop draining
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub won't stop water
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathtub won't work
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathwater drains quickly
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathwater keeps draining
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,bathwater won't hold
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,broken bathtub stopper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,cannot plug bathtub
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,can't block drain
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,can't close the drain
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,can't fill the bathtub
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,can't fill the bathtub
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,can't hold water in tub
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,can't plug bathtub
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,can't plug the bathtub
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,defective tub stopper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,drain doesn't close
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,drain not sealing
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,drain plug doesn't seal
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,drain plug for bathtub
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,drain plug loose
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,drain plug missing
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,drain plug not working
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,drain plug problem
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,drain stopper not closing
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,drain stopper not working
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,drain stopper stuck
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,drain stopper stuck
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,drain won't close
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,drain won't shut
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,faulty bath plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,fix bathtub stopper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,issue with bathtub plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,leaking bathtub
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,need bath plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,need bath plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,need bathtub stopper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,needs tub stopper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug broken
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug can't be used
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug doesn't hold water
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug doesn't work
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug for bath
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug for bath
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug for bathtub
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug for tub
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug in bath
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug in tub
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug is off
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug is stuck in tub
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug loose
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug not fitting
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug not fitting
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug not functioning
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug not holding water
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug not sealing
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug not working in bathtub
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug not working in tub
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug stuck in bathtub
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug won't close
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug won't engage
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug won't fit
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug won't go down
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug won't go in
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug won't hold water
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug won't seal
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug won't stay in
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug won't stay in
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,plug won't stay sealed
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,problem with bath stopper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,problem with tub plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,repair bathtub plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,repair tub plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,room missing bathtub plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,room missing tub plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,seal won't close
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,send bath plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,send bath stopper
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,send bathtub plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,send stopper for bath
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,send tub plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,send tub plug
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper broken
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper doesn't close
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper doesn't stay down
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper doesn't work
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper doesn't work
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper doesn't work
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper for bathtub
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper for tub
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper in bathtub
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper in tub
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper is broken
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper is loose
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper is missing
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper is stuck
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper is stuck
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper isn't working
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper keeps popping
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper keeps popping
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper loose
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper mechanism jammed
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper missing in tub
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper not engaging
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper not functioning
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper not sealing
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper not sealing
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper not staying
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper not usable
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper not working
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper not working
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper not working
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper not working properly
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper pops up
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper problem
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper stuck in tub
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper too loose
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper won't close
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper won't fit
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper won't function
9c4e3bf7-27b6-4257-8b22-c71b6aeb4f23,,stopper won't go down
